"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","genename"
"ENSG00000163131",33.5316914856783,1.62231383218439,0.35859276089044,4.52411205445404,6.06495875519664e-06,1.79705191262743e-05,"CTSS","1520","cathepsin S"
"ENSG00000139350",342.002854077234,-0.478724344792206,0.105886670566277,-4.52110111907392,6.15187910436527e-06,1.82244008522885e-05,"NEDD1","121441","NEDD1 gamma-tubulin ring complex targeting factor"
"ENSG00000155592",218.082539037437,0.565810472673494,0.125160682838305,4.52067262532006,6.16434543150505e-06,1.8257661368473e-05,"ZKSCAN2","342357","zinc finger with KRAB and SCAN domains 2"
"ENSG00000132846",44.7122924212656,-1.24351100478056,0.27513540447074,-4.51963282287361,6.19469737331176e-06,1.83438717877976e-05,"ZBED3","84327","zinc finger BED-type containing 3"
"ENSG00000125630",351.454212353718,-0.478169452555211,0.105812319223538,-4.51903385224017,6.21224624891495e-06,1.83921424701705e-05,"POLR1B","84172","RNA polymerase I subunit B"
"ENSG00000163558",1521.95747543033,0.269426190166829,0.0596338606915382,4.51800683441344,6.24244698509771e-06,1.84778436767162e-05,"PRKCI","5584","protein kinase C iota"
"ENSG00000156869",48.8981183567552,-1.19444130244994,0.264391503000102,-4.51769927889658,6.25151833872864e-06,1.85009793727275e-05,"FRRS1","391059","ferric chelate reductase 1"
"ENSG00000141076",781.092166848634,-0.316110335842363,0.0699867915353393,-4.51671421003412,6.28065793292464e-06,1.85834845644335e-05,"UTP4","84916","UTP4 small subunit processome component"
"ENSG00000187867",13.8085851426307,-2.53653270343385,0.561728880814811,-4.51558178699038,6.31431703435614e-06,1.86793264657449e-05,"PALM3","342979","paralemmin 3"
"ENSG00000178694",130.543682365672,0.784091479521517,0.173688143810949,4.51436386109901,6.35071016089281e-06,1.87832162053458e-05,"NSUN3","63899","NOP2/Sun RNA methyltransferase 3"
"ENSG00000100335",1113.4467654801,0.278472277758806,0.061702006348633,4.51318027140579,6.38626951107596e-06,1.88845987267732e-05,"MIEF1","54471","mitochondrial elongation factor 1"
"ENSG00000158023",88.8237426776363,-0.877701233905834,0.194496482681608,-4.51268435194603,6.40122530284246e-06,1.89250267830074e-05,"CFAP251","144406","cilia and flagella associated protein 251"
"ENSG00000100263",276.64898898597,0.517208222110058,0.11462842313846,4.51204167299172,6.42065688303402e-06,1.89786685002317e-05,"RHBDD3","25807","rhomboid domain containing 3"
"ENSG00000140396",476.327011509482,-0.396401599666007,0.0878910039385425,-4.51014986634115,6.47818431096352e-06,1.91448727441308e-05,"NCOA2","10499","nuclear receptor coactivator 2"
"ENSG00000153395",1331.86735730567,0.275466999790193,0.0611110947554664,4.50764302116438,6.5551743274525e-06,1.9368516286687e-05,"LPCAT1","79888","lysophosphatidylcholine acyltransferase 1"
"ENSG00000133392",16.7118796639519,-2.27169077325,0.50398207664304,-4.50748325889174,6.56011048957296e-06,1.93792159541644e-05,"MYH11","4629","myosin heavy chain 11"
"ENSG00000182247",282.541560185264,-0.521196164752303,0.115656596729775,-4.50641104346212,6.59333077916691e-06,1.94734487020765e-05,"UBE2E2","7325","ubiquitin conjugating enzyme E2 E2"
"ENSG00000143569",3761.08684834777,0.199512142046312,0.044276152302846,4.50608581978086,6.60343890606134e-06,1.94993954312827e-05,"UBAP2L","9898","ubiquitin associated protein 2 like"
"ENSG00000169016",283.859736970947,0.520495529927619,0.115529570534496,4.50530134855997,6.62788173727102e-06,1.95676524527044e-05,"E2F6","1876","E2F transcription factor 6"
"ENSG00000169727",1577.79669805532,-0.24968554166222,0.0554469138566196,-4.50314587946018,6.69548904882459e-06,1.97632921292964e-05,"GPS1","2873","G protein pathway suppressor 1"
"ENSG00000213639",2208.58009605801,-0.224243866449771,0.0498097989145906,-4.50200304631393,6.73160166390858e-06,1.98659081543221e-05,"PPP1CB","5500","protein phosphatase 1 catalytic subunit beta"
"ENSG00000244242",54.0299424555011,1.21503503381698,0.269900139597662,4.50179475871419,6.73820342808418e-06,1.98814098344554e-05,"IFITM10","402778","interferon induced transmembrane protein 10"
"ENSG00000153767",215.529827509889,0.573984990639406,0.127512635016921,4.50139698362627,6.75082829077996e-06,1.99146732084698e-05,"GTF2E1","2960","general transcription factor IIE subunit 1"
"ENSG00000157450",588.293348444181,-0.368840889563991,0.0819491129007088,-4.50085274273665,6.76813845069919e-06,1.99617419424464e-05,"RNF111","54778","ring finger protein 111"
"ENSG00000175868",5.98159152971808,5.94541707727484,1.32107122037812,4.5004515922867,6.78092464006756e-06,1.9995451649723e-05,"CALCB","797","calcitonin related polypeptide beta"
"ENSG00000145358",152.609330778894,0.685010853079796,0.152266487928904,4.49876307253925,6.83499794770691e-06,2.01508701246858e-05,"DDIT4L","115265","DNA damage inducible transcript 4 like"
"ENSG00000162783",904.008641501142,-0.329625903475905,0.0733043402128042,-4.4966764930834,6.90238865757404e-06,2.03454808070652e-05,"IER5","51278","immediate early response 5"
"ENSG00000239264",145.508595652882,-0.686606482503424,0.152712535232374,-4.49607153373922,6.92204570341903e-06,2.03993420469885e-05,"TXNDC5","81567","thioredoxin domain containing 5"
"ENSG00000198898",2157.15229480999,-0.235055156961449,0.05228593269746,-4.49557165445512,6.93832875620986e-06,2.04432405455859e-05,"CAPZA2","830","capping actin protein of muscle Z-line subunit alpha 2"
"ENSG00000215790",44.3703655663435,1.26888733969053,0.282261604736711,4.49543019098942,6.94294342990432e-06,2.0452748404943e-05,"SLC35E2A","9906","solute carrier family 35 member E2A"
"ENSG00000144040",278.958795976884,-0.50485827331455,0.112308026117555,-4.49530003123825,6.94719195866899e-06,2.04611740781102e-05,"SFXN5","94097","sideroflexin 5"
"ENSG00000116977",728.686261622336,0.329988953431362,0.0734092754732134,4.49519425582361,6.95064639262743e-06,2.04650127957924e-05,"LGALS8","3964","galectin 8"
"ENSG00000114745",731.077230789282,-0.321019050134506,0.0714141370964814,-4.49517508978376,6.9512724966574e-06,2.04650127957924e-05,"GORASP1","64689","golgi reassembly stacking protein 1"
"ENSG00000114270",1040.52303508725,-0.308721063879,0.0687373507686693,-4.49131455353843,7.0784918394589e-06,2.08353929957949e-05,"COL7A1","1294","collagen type VII alpha 1 chain"
"ENSG00000133104",1337.62708321992,0.267293880070953,0.0595547638106452,4.48820317583353,7.18264111600249e-06,2.11377325813987e-05,"SPART","23111","spartin"
"ENSG00000156931",781.634644348317,0.330486376543648,0.0736455718860863,4.48752542861421,7.2055214023278e-06,2.12008333854077e-05,"VPS8","23355","VPS8 subunit of CORVET complex"
"ENSG00000169692",653.547152083953,0.345859548094412,0.0771049451640603,4.48556895227029,7.27196241202724e-06,2.13920523010893e-05,"AGPAT2","10555","1-acylglycerol-3-phosphate O-acyltransferase 2"
"ENSG00000170037",507.239492818329,-0.378680522701091,0.0844661536818409,-4.48322205042589,7.35243512671411e-06,2.16244639587932e-05,"CNTROB","116840","centrobin, centriole duplication and spindle assembly protein"
"ENSG00000116514",264.414139053581,0.512925278555861,0.114419975297115,4.48282983127679,7.36596667667547e-06,2.16599395213175e-05,"RNF19B","127544","ring finger protein 19B"
"ENSG00000171502",142.127271523253,0.699007342364523,0.156010166714125,4.4805242958646,7.44599028647951e-06,2.18908846682894e-05,"COL24A1","255631","collagen type XXIV alpha 1 chain"
"ENSG00000109920",706.437229552083,0.339863135828444,0.0759012392804374,4.47770206455693,7.54508002676022e-06,2.21777801025912e-05,"FNBP4","23360","formin binding protein 4"
"ENSG00000117525",4889.08359718809,-0.282939572735688,0.0632039923125647,-4.47660918849015,7.58378901067842e-06,2.22871151424484e-05,"F3","2152","coagulation factor III, tissue factor"
"ENSG00000198399",532.312376146401,-0.369525383522177,0.0825536288475062,-4.4761858283028,7.59883512939559e-06,2.23268804100941e-05,"ITSN2","50618","intersectin 2"
"ENSG00000114859",75.7373609441175,1.03766682975352,0.231834894602908,4.47588716759337,7.60946662426193e-06,2.23536613730062e-05,"CLCN2","1181","chloride voltage-gated channel 2"
"ENSG00000196453",296.284538832202,-0.475534238382028,0.106292685211371,-4.47381903502009,7.68347760852705e-06,2.2566578914801e-05,"ZNF777","27153","zinc finger protein 777"
"ENSG00000103199",174.445365885662,0.659710125576881,0.147509539222235,4.47232178376595,7.73748778418511e-06,2.2720680407117e-05,"ZNF500","26048","zinc finger protein 500"
"ENSG00000125378",137.59955366464,0.69336931585489,0.15504174970813,4.47214583917025,7.74385839571753e-06,2.27348575769094e-05,"BMP4","652","bone morphogenetic protein 4"
"ENSG00000182544",609.394282904666,0.348193291020947,0.0778709417810875,4.47141492136817,7.77037723699865e-06,2.28081696313256e-05,"MFSD5","84975","major facilitator superfamily domain containing 5"
"ENSG00000130589",583.170659274811,0.389420516100584,0.0870944658195827,4.47124294794199,7.77662930753506e-06,2.28182870014601e-05,"HELZ2","85441","helicase with zinc finger 2"
"ENSG00000065268",499.820273629345,-0.38807961591821,0.0867947270067777,-4.47123493905229,7.77692058680515e-06,2.28182870014601e-05,"WDR18","57418","WD repeat domain 18"
"ENSG00000099864",649.560658208624,0.345533421153238,0.0773263610014966,4.46850746211308,7.87672653644948e-06,2.31065278053727e-05,"PALM","5064","paralemmin"
"ENSG00000198689",437.038582381792,-0.421928675242449,0.0944250629879973,-4.46839707479021,7.88079158788608e-06,2.31138520243314e-05,"SLC9A6","10479","solute carrier family 9 member A6"
"ENSG00000102931",50.8655572768427,-1.15067524134718,0.257533176554071,-4.46806604393199,7.89299394302395e-06,2.31450347656759e-05,"ARL2BP","23568","ADP ribosylation factor like GTPase 2 binding protein"
"ENSG00000178752",44.633871176475,-1.29301834558085,0.28944597065977,-4.46721832967138,7.92432452754108e-06,2.32322846403223e-05,"ERFE","151176","erythroferrone"
"ENSG00000177981",356.301436321649,-0.444091906941899,0.0994183505798162,-4.46690077185869,7.9360916967095e-06,2.326215581267e-05,"ASB8","140461","ankyrin repeat and SOCS box containing 8"
"ENSG00000160703",137.346974689314,-0.686375778789634,0.153663929877248,-4.46673321018103,7.94230745943766e-06,2.32757461398274e-05,"NLRX1","79671","NLR family member X1"
"ENSG00000080819",516.650740736595,0.384367675088321,0.086053212904773,4.46662782380554,7.94621919000964e-06,2.32825802032529e-05,"CPOX","1371","coproporphyrinogen oxidase"
"ENSG00000166579",1326.77464284474,-0.265461706405168,0.0594448777100874,-4.46567840041365,7.98154301523948e-06,2.33814313175511e-05,"NDEL1","81565","nudE neurodevelopment protein 1 like 1"
"ENSG00000178467",303.758764172433,0.494522184235895,0.110770635125343,4.46437978509661,8.03010187631014e-06,2.35190066480641e-05,"P4HTM","54681","prolyl 4-hydroxylase, transmembrane"
"ENSG00000130396",476.721145638597,-0.384448104884895,0.0861288188582284,-4.46364074163971,8.05786274049057e-06,2.35956250882873e-05,"AFDN","4301","afadin, adherens junction formation factor"
"ENSG00000043514",221.481539110234,-0.549799475959903,0.12317484907914,-4.46356930875276,8.06055084791095e-06,2.35988077863551e-05,"TRIT1","54802","tRNA isopentenyltransferase 1"
"ENSG00000085719",1782.53157121645,-0.248171358189187,0.0556016584321587,-4.4633805031551,8.06765996273161e-06,2.36149299961745e-05,"CPNE3","8895","copine 3"
"ENSG00000184164",744.650181167962,0.334998915074354,0.075059279325425,4.46312458746029,8.07730554880979e-06,2.36384688598806e-05,"CRELD2","79174","cysteine rich with EGF like domains 2"
"ENSG00000111674",510.005270070811,-0.380338159728384,0.0852374142150881,-4.46210344636498,8.11590271341799e-06,2.37467091900644e-05,"ENO2","2026","enolase 2"
"ENSG00000135148",907.689994013751,-0.323089144598774,0.0724087347515767,-4.4620189222646,8.11910545001523e-06,2.37475607275223e-05,"TRAFD1","10906","TRAF-type zinc finger domain containing 1"
"ENSG00000122376",489.100037490508,-0.388452477585892,0.0870577195143095,-4.46201071832628,8.11941637304822e-06,2.37475607275223e-05,"SHLD2","54537","shieldin complex subunit 2"
"ENSG00000097033",2236.96829546421,-0.240192771464621,0.0538375693184504,-4.46143417144031,8.14129559168614e-06,2.38068282599743e-05,"SH3GLB1","51100","SH3 domain containing GRB2 like, endophilin B1"
"ENSG00000148481",553.8721681732,0.361045082868514,0.0809486280218594,4.46017544325788,8.18925871831648e-06,2.39423318767205e-05,"MINDY3","80013","MINDY lysine 48 deubiquitinase 3"
"ENSG00000071889",586.420860056105,0.380288134346319,0.0852652388535996,4.46006062328956,8.19364728601898e-06,2.39504112854716e-05,"FAM3A","60343","FAM3 metabolism regulating signaling molecule A"
"ENSG00000102103",477.39958112678,-0.386888947089903,0.0867469835400283,-4.45997003355601,8.19711132920691e-06,2.3955785597829e-05,"PQBP1","10084","polyglutamine binding protein 1"
"ENSG00000162402",1382.61681695972,-0.285625270232676,0.0640434688219238,-4.45986570507092,8.20110246027494e-06,2.39614797459658e-05,"USP24","23358","ubiquitin specific peptidase 24"
"ENSG00000135363",6.03572730144971,5.95582748519786,1.33543699928007,4.45983411303462,8.20231139356748e-06,2.39614797459658e-05,"LMO2","4005","LIM domain only 2"
"ENSG00000103227",263.71089323248,0.529785754438828,0.118820618255921,4.45870222033142,8.24573812192825e-06,2.40835688547322e-05,"LMF1","64788","lipase maturation factor 1"
"ENSG00000130520",957.877177246171,-0.296146790541666,0.0664237916926037,-4.45844452710823,8.25565556897664e-06,2.41077574352244e-05,"LSM4","25804","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
"ENSG00000099203",212.613258732912,0.565610266410606,0.126894197220265,4.45733752055509,8.29838908591098e-06,2.42277453146109e-05,"TMED1","11018","transmembrane p24 trafficking protein 1"
"ENSG00000175467",1074.5256107292,-0.28065263542416,0.062973280589682,-4.45669389931932,8.32333175967833e-06,2.42957543026618e-05,"SART1","9092","spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP"
"ENSG00000169306",79.6555658811531,0.925168936694874,0.207627541033327,4.45590663016315,8.35393875479122e-06,2.43802672016065e-05,"IL1RAPL1","11141","interleukin 1 receptor accessory protein like 1"
"ENSG00000163584",458.367751546779,-0.406556425759536,0.0912691267652443,-4.45447918884171,8.40970855070736e-06,2.45381676143982e-05,"RPL22L1","200916","ribosomal protein L22 like 1"
"ENSG00000205208",231.105191941632,-0.571606141339356,0.128344811157942,-4.45367550259537,8.44126477600007e-06,2.46253682242061e-05,"C4orf46","201725","chromosome 4 open reading frame 46"
"ENSG00000123983",1925.41992091961,0.232700707361805,0.0522579628903793,4.45292343006056,8.47089690100168e-06,2.47069223287082e-05,"ACSL3","2181","acyl-CoA synthetase long chain family member 3"
"ENSG00000138658",55.5968342746246,-1.09260479045813,0.24540237204085,-4.45229922340055,8.49556650597443e-06,2.47739729254158e-05,"ZGRF1","55345","zinc finger GRF-type containing 1"
"ENSG00000127666",325.745480537589,-0.467393401996376,0.104999246317443,-4.45139768511585,8.5313179172043e-06,2.48733063231962e-05,"TICAM1","148022","toll like receptor adaptor molecule 1"
"ENSG00000184752",328.845553178034,-0.483534237349459,0.108637397874993,-4.45090039717125,8.55109985820169e-06,2.49246954624881e-05,"NDUFA12","55967","NADH:ubiquinone oxidoreductase subunit A12"
"ENSG00000243444",45.6184774630816,1.2709707852492,0.285555610191287,4.45086960258916,8.55232629622759e-06,2.49246954624881e-05,NA,NA,NA
"ENSG00000101670",32.9110615309189,1.53284931323317,0.34444262046846,4.4502312493977,8.5777875139369e-06,2.49939565797552e-05,"LIPG","9388","lipase G, endothelial type"
"ENSG00000277258",619.484668348788,0.350972822284465,0.0789075990947178,4.44789635359669,8.67153514397255e-06,2.52621239280228e-05,"PCGF2","7703","polycomb group ring finger 2"
"ENSG00000018510",986.477025651534,0.313978194827995,0.070642466703864,4.44460972950172,8.80515588886389e-06,2.56463216383549e-05,"AGPS","8540","alkylglycerone phosphate synthase"
"ENSG00000160352",115.745603226442,-0.758974755317738,0.170886951011312,-4.44138508426836,8.93816761423372e-06,2.60285940127596e-05,"ZNF714","148206","zinc finger protein 714"
"ENSG00000116132",1479.06869398694,-0.275647474380362,0.0620740890321071,-4.44062053392014,8.96998456809648e-06,2.61160870337033e-05,"PRRX1","5396","paired related homeobox 1"
"ENSG00000204682",58.9706290757201,-1.06115531027776,0.239024654321193,-4.43952241366624,9.01587252277686e-06,2.62445050840777e-05,"MIR1915HG","399726","MIR1915 host gene"
"ENSG00000188610",16.596191894567,-2.2294899102356,0.502209183046657,-4.43936508032446,9.02246546887723e-06,2.62585102844219e-05,"FAM72B","653820","family with sequence similarity 72 member B"
"ENSG00000075131",64.5286074027079,-1.01870526878451,0.229559698140897,-4.4376485813257,9.09469412078805e-06,2.64634949560068e-05,"TIPIN","54962","TIMELESS interacting protein"
"ENSG00000182831",1482.11565060151,-0.265347766293807,0.0598325438032567,-4.43484012925027,9.21406399069093e-06,2.68055418663251e-05,"C16orf72","29035","chromosome 16 open reading frame 72"
"ENSG00000167965",420.565357960721,-0.418131119784472,0.0943147748279256,-4.43335755768213,9.27768112004855e-06,2.69852899836739e-05,"MLST8","64223","MTOR associated protein, LST8 homolog"
"ENSG00000253953",250.922778838818,0.532864305271579,0.120198519921179,4.4332018865208,9.28438526000938e-06,2.69994613184724e-05,"PCDHGB4","8641","protocadherin gamma subfamily B, 4"
"ENSG00000175548",122.188383371667,0.750381958521894,0.169327974015473,4.43152977459781,9.35668896710041e-06,2.72043562827236e-05,"ALG10B","144245","ALG10 alpha-1,2-glucosyltransferase B"
"ENSG00000196159",959.147866846395,-0.395577043132546,0.0892663749345234,-4.43142273249811,9.36133584351277e-06,2.72124985526018e-05,"FAT4","79633","FAT atypical cadherin 4"
"ENSG00000149600",810.233634818415,-0.309160792704965,0.0697671481190555,-4.43132335260991,9.36565206418084e-06,2.72196766164262e-05,"COMMD7","149951","COMM domain containing 7"
"ENSG00000127423",20.8088303974424,-2.0170673906259,0.45530256543093,-4.43016917490199,9.41591923326016e-06,2.736037414428e-05,"AUNIP","79000","aurora kinase A and ninein interacting protein"
"ENSG00000074964",234.045132513187,-0.534897224224427,0.120750965091878,-4.42975527207945,9.43400838896923e-06,2.74075331434316e-05,"ARHGEF10L","55160","Rho guanine nucleotide exchange factor 10 like"
"ENSG00000152642",156.59414143196,-0.721000888042251,0.162811815482149,-4.42843098277044,9.49210826586254e-06,2.75708891648171e-05,"GPD1L","23171","glycerol-3-phosphate dehydrogenase 1 like"
"ENSG00000081913",187.257740945726,0.60433677740249,0.136493257764142,4.42759435375755,9.52898928793594e-06,2.76725604188374e-05,"PHLPP1","23239","PH domain and leucine rich repeat protein phosphatase 1"
"ENSG00000198246",90.6916502412353,0.862356195813559,0.194981875628926,4.42275054043856,9.74522391710607e-06,2.82949389460814e-05,"SLC29A3","55315","solute carrier family 29 member 3"
"ENSG00000101546",114.905111449102,-0.781248627895193,0.176758663853573,-4.41986045188925,9.87646574774927e-06,2.86703470928361e-05,"RBFA","79863","ribosome binding factor A"
"ENSG00000185127",1219.87210614842,0.27800065586612,0.0629012053934019,4.41963956219002,9.88656571700706e-06,2.8694014481538e-05,"C6orf120","387263","chromosome 6 open reading frame 120"
"ENSG00000063127",49.9306347173583,1.16168388532611,0.262880841634869,4.41905114918813,9.91351850096206e-06,2.87665752445715e-05,"SLC6A16","28968","solute carrier family 6 member 16"
"ENSG00000223802",41.7411476212392,1.28619706906453,0.29114215328748,4.417763125474,9.97276274979351e-06,2.89327908280427e-05,"CERS1","10715","ceramide synthase 1"
"ENSG00000185122",1120.35565197949,-0.281176511848927,0.0636488525245616,-4.41762106772346,9.97931753848584e-06,2.89461094040945e-05,"HSF1","3297","heat shock transcription factor 1"
"ENSG00000058866",24.1842682057374,-1.75558708306687,0.397469952909818,-4.41690515274043,1.00124137576199e-05,2.9036393931484e-05,"DGKG","1608","diacylglycerol kinase gamma"
"ENSG00000167107",161.770709572513,-0.635202487003332,0.143817441268133,-4.4167277723921,1.00206301103705e-05,2.90545045379973e-05,"ACSF2","80221","acyl-CoA synthetase family member 2"
"ENSG00000160447",64.3351896546447,-0.995634718948591,0.22543473241771,-4.41650986194874,1.00307326540637e-05,2.90780758960642e-05,"PKN3","29941","protein kinase N3"
"ENSG00000197969",1002.88158620388,-0.312462832624634,0.0707576791044397,-4.41595649517324,1.00564310210175e-05,2.91468398009352e-05,"VPS13A","23230","vacuolar protein sorting 13 homolog A"
"ENSG00000100028",1097.17587257526,-0.282684661026233,0.0640266687324537,-4.41510805766701,1.00959546331561e-05,2.92556388878204e-05,"SNRPD3","6634","small nuclear ribonucleoprotein D3 polypeptide"
"ENSG00000163328",167.601986811236,-0.697601104029294,0.158048835390182,-4.41383261260418,1.01556492278481e-05,2.94228343463782e-05,"GPR155","151556","G protein-coupled receptor 155"
"ENSG00000187372",65.7204515641272,0.999301988862845,0.226418708028703,4.4135133424406,1.01706446817314e-05,2.94604876806912e-05,"PCDHB13","56123","protocadherin beta 13"
"ENSG00000132792",519.224019399614,-0.376705046507856,0.085382933938546,-4.41194778782125,1.02444821071167e-05,2.96685355265644e-05,"CTNNBL1","56259","catenin beta like 1"
"ENSG00000129518",339.720487597669,0.513795305120259,0.116466786362607,4.41151783411119,1.02648497686225e-05,2.97216809214063e-05,"EAPP","55837","E2F associated phosphoprotein"
"ENSG00000111077",544.069159182659,-0.394388246358892,0.0894023717485404,-4.41138460474155,1.02711689219745e-05,2.97341362349363e-05,"TNS2","23371","tensin 2"
"ENSG00000137312",1726.14923798694,-0.246845659187538,0.0559696150553179,-4.41035120473076,1.03203100605732e-05,2.98705282153827e-05,"FLOT1","10211","flotillin 1"
"ENSG00000163832",275.628300320376,-0.510370784081745,0.115725385322985,-4.41018867776781,1.03280590883178e-05,2.9887087147777e-05,"ELP6","54859","elongator acetyltransferase complex subunit 6"
"ENSG00000071894",1949.25993878734,0.235630344728601,0.0534304021744129,4.41004250650093,1.03350330480188e-05,2.99013971459955e-05,"CPSF1","29894","cleavage and polyadenylation specific factor 1"
"ENSG00000198718",336.193065900973,0.460309948998351,0.104387002485776,4.4096481174567,1.03538721396318e-05,2.99500230802538e-05,"TOGARAM1","23116","TOG array regulator of axonemal microtubules 1"
"ENSG00000107537",222.64103959779,0.547861217692332,0.12424366698093,4.40957057212762,1.03575801643017e-05,2.99548697922837e-05,"PHYH","5264","phytanoyl-CoA 2-hydroxylase"
"ENSG00000105583",489.455916710642,0.405010631891577,0.0918490557623324,4.40952417561677,1.03597993363299e-05,2.99554095779536e-05,"WDR83OS","51398","WD repeat domain 83 opposite strand"
"ENSG00000147571",15.6012006641834,2.30428265091062,0.522789220029339,4.40767055369141,1.04488315277257e-05,3.02069201756809e-05,"CRH","1392","corticotropin releasing hormone"
"ENSG00000136026",15152.1787215024,-0.15871024502915,0.0360101040790051,-4.40738090289727,1.04628097212128e-05,3.02413982489183e-05,"CKAP4","10970","cytoskeleton associated protein 4"
"ENSG00000070770",895.414680886779,-0.345087664901978,0.0783000549743542,-4.4072467767105,1.04692885344296e-05,3.02541910628282e-05,"CSNK2A2","1459","casein kinase 2 alpha 2"
"ENSG00000134278",732.622615182336,0.321853529019756,0.0730363300255909,4.40675933343013,1.04928662045015e-05,3.03163815177306e-05,"SPIRE1","56907","spire type actin nucleation factor 1"
"ENSG00000008853",413.716324061181,0.41232105617694,0.0935789117563379,4.4061321983584,1.05232753690107e-05,3.03982815343943e-05,"RHOBTB2","23221","Rho related BTB domain containing 2"
"ENSG00000180332",9.37702180546424,-4.25826805846528,0.966457929932751,-4.4060563078639,1.05269609275549e-05,3.04029688713117e-05,"KCTD4","386618","potassium channel tetramerization domain containing 4"
"ENSG00000220205",535.787659326939,0.374695706462501,0.0850526701014934,4.40545494944928,1.05562090094291e-05,3.04814671592802e-05,"VAMP2","6844","vesicle associated membrane protein 2"
"ENSG00000163527",3180.61545333964,-0.19651897252432,0.0446116349009417,-4.40510581960697,1.05732251149759e-05,3.05246213015699e-05,"STT3B","201595","STT3 oligosaccharyltransferase complex catalytic subunit B"
"ENSG00000174106",617.534675264843,0.350922405652881,0.0796737045761542,4.40449465127432,1.06030756893127e-05,3.06048040558344e-05,"LEMD3","23592","LEM domain containing 3"
"ENSG00000179010",5321.22067569291,0.178906522987793,0.0406473198587751,4.40143467292272,1.07537446794025e-05,3.10336183835979e-05,"MRFAP1","93621","Morf4 family associated protein 1"
"ENSG00000058453",290.439020778139,0.50137671598885,0.113945257292731,4.40015431884793,1.08173922415246e-05,3.1211183801016e-05,"CROCC","9696","ciliary rootlet coiled-coil, rootletin"
"ENSG00000276234",205.001848876351,-0.557958933926843,0.126807093619106,-4.40006089566881,1.08220504454039e-05,3.12185123242048e-05,"TADA2A","6871","transcriptional adaptor 2A"
"ENSG00000179241",190.099110647149,-0.581768197690517,0.132230273884152,-4.39965962862791,1.08420799422501e-05,3.12701710741451e-05,"LDLRAD3","143458","low density lipoprotein receptor class A domain containing 3"
"ENSG00000174695",2372.29102493986,0.235267973236754,0.0534792643875883,4.39923727319173,1.08632003117093e-05,3.13249552326299e-05,"TMEM167A","153339","transmembrane protein 167A"
"ENSG00000181061",658.77832245246,-0.363997185130311,0.0827457632470885,-4.39898274964693,1.08759470175816e-05,3.13555765150857e-05,"HIGD1A","25994","HIG1 hypoxia inducible domain family member 1A"
"ENSG00000069509",90.9010521896784,-0.851429140534376,0.193559670631875,-4.39879411736386,1.08854030581988e-05,3.13742004371494e-05,"FUNDC1","139341","FUN14 domain containing 1"
"ENSG00000143751",485.838204307317,0.395267182542012,0.0898585912548112,4.39876896602081,1.08866644752057e-05,3.13742004371494e-05,"SDE2","163859","SDE2 telomere maintenance homolog"
"ENSG00000132849",53.8113543688004,-1.10370308869693,0.250936462115,-4.3983368514661,1.09083581546789e-05,3.14305733105879e-05,"PATJ","10207","PATJ crumbs cell polarity complex component"
"ENSG00000087448",560.02432401709,-0.359741317010114,0.0818000767938785,-4.3978114827031,1.09347891231134e-05,3.15005711681871e-05,"KLHL42","57542","kelch like family member 42"
"ENSG00000117500",1710.52964086275,0.244621379141793,0.0556754390872799,4.39370363578652,1.11435707492685e-05,3.20957486227709e-05,"TMED5","50999","transmembrane p24 trafficking protein 5"
"ENSG00000076201",1152.35840296398,-0.288711108560645,0.0657212085679119,-4.39296712357793,1.11814041478574e-05,3.21984240584452e-05,"PTPN23","25930","protein tyrosine phosphatase non-receptor type 23"
"ENSG00000253846",188.773015730186,0.591994205343405,0.13482953238848,4.39068648282272,1.12993361576929e-05,3.25267640259494e-05,"PCDHGA10","56106","protocadherin gamma subfamily A, 10"
"ENSG00000188215",428.071662140427,0.398779579089516,0.0908241706554924,4.39067680124642,1.12998393142123e-05,3.25267640259494e-05,"DCUN1D3","123879","defective in cullin neddylation 1 domain containing 3"
"ENSG00000237172",409.377431034253,0.409512818548115,0.0932771877229754,4.39027835792317,1.13205651830368e-05,3.25800604701419e-05,"B3GNT9","84752","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"
"ENSG00000077157",252.538184776941,-0.518247292818424,0.118081716377088,-4.38888685495921,1.1393232184531e-05,3.27827910846578e-05,"PPP1R12B","4660","protein phosphatase 1 regulatory subunit 12B"
"ENSG00000184635",49.0977507081848,-1.16524547657675,0.265564983852164,-4.38779789290828,1.14504102702227e-05,3.29408835765258e-05,"ZNF93","81931","zinc finger protein 93"
"ENSG00000169371",131.431616152558,-0.704982925881772,0.160758947346394,-4.38534176491413,1.15803814175803e-05,3.33082867549371e-05,"SNUPN","10073","snurportin 1"
"ENSG00000103160",471.98432107905,0.415246574767791,0.0946948371273492,4.38510258177383,1.15931132678712e-05,3.33384006520753e-05,"HSDL1","83693","hydroxysteroid dehydrogenase like 1"
"ENSG00000196199",842.599315092451,0.319613556187414,0.0728882364528093,4.38498133226676,1.15995725482784e-05,3.33504682435676e-05,"MPHOSPH8","54737","M-phase phosphoprotein 8"
